0 0 6.50
0 160 6.50
0 320 6.50
0 480 6.50
0 640 6.50
0 800 6.50
0 960 6.50

160 0 6.50
160 160 6.50
160 320 6.50
160 480 6.50
160 640 6.50
160 800 6.50
160 960 6.50

320 0 6.50
320 160 6.50
320 320 6.50
320 480 6.50
320 640 6.50
320 800 6.50
320 960 6.50

480 0 6.50
480 160 6.50
480 320 6.50
480 480 6.50
480 640 6.50
480 800 6.50
480 960 6.50

544 0 6.50
544 160 6.50
544 320 6.50
544 480 6.50
544 640 6.50
544 800 6.50
544 960 6.50

