0 0 16.46
0 160 16.48
0 320 16.54
0 480 16.53
0 640 16.22
0 800 16.11
0 960 16.28

160 0 16.39
160 160 16.46
160 320 16.53
160 480 16.31
160 640 16.14
160 800 16.03
160 960 15.94

320 0 15.85
320 160 15.77
320 320 15.82
320 480 15.90
320 640 15.73
320 800 15.43
320 960 15.31

480 0 15.69
480 160 15.71
480 320 15.65
480 480 15.70
480 640 15.47
480 800 15.23
480 960 15.14

544 0 15.49
544 160 15.32
544 320 15.49
544 480 15.46
544 640 15.32
544 800 14.98
544 960 14.97

