0.1 132.7 133.6
0.2 141.0 126.4
0.3 145.5 127.6
0.4 161.2 128.5
0.5 167.1 129.1
0.6 190.5 129.5
0.7 209.6 130.2
0.8 233.3 125.7
0.9 265.9 122.3
1.0 295.9 130.1 
